ID,Tag,Name,Week,Milk Volume,KGMS,FCE,Volume Pts,Move Pts,FCE Pts,KGMS Pts,Total Pts,Resting
231,29,Graze,1,8.57,0.9,106.82,5,5,33,6,49,No
231,29,Graze,6,13.36,1.44,67.98,16,9,22,22,69,No
231,29,Graze,7,19.55,1.99,45.45,29,10,5,35,79,No
231,29,Graze,8,12.97,1.32,73.89,25,8,13,30,76,No
231,29,Graze,9,14.77,1.56,59.78,28,10,8,33,79,No
231,29,Graze,10,9.33,0.94,94.82,14,11,25,17,67,No
231,29,Graze,12,9.99,1.03,84.18,17,11,20,19,67,No
232,4,Moonaj,1,21.134999999999998,1.935,41.61,24,7,4,29,64,No
232,4,Moonaj,6,13.915,1.28,62.89,17,9,19,18,63,No
232,4,Moonaj,7,3.75,0.35,226.24,2,7,27,3,39,No
232,4,Moonaj,8,9.33,0.9,94.1,10,6,15,10,41,No
232,4,Moonaj,9,9.38,0.91,94.31,11,6,15,11,43,No
232,4,Moonaj,10,14.9,1.46,53.69,18,7,6,22,53,No
232,4,Moonaj,12,17.86,1.93,45.46,19,7,5,23,54,No
233,3,MyKnee,1,11.09,1.105,81.73,11,9,28,13,61,No
233,3,MyKnee,6,11.455,1.09,79.22,12,3,27,13,55,No
233,3,MyKnee,7,6.15,0.67,160.68,5,6,30,6,47,No
233,3,MyKnee,8,6.79,0.71,146.34,6,7,28,7,48,No
233,3,MyKnee,9,7.76,0.88,122.08,8,8,26,12,54,No
233,3,MyKnee,10,6.54,0.72,143.0,6,7,29,6,48,No
233,3,MyKnee,12,7.54,0.8,121.95,7,6,27,8,48,No
234,5,Fulltums,1,10.515,0.98,92.13,9,7,31,7,54,No
234,5,Fulltums,6,12.585,1.16,72.29,14,7,24,14,59,No
234,5,Fulltums,7,9.14,0.91,104.29,11,8,20,13,52,No
234,5,Fulltums,8,7.4,0.67,129.15,7,8,26,6,47,No
234,5,Fulltums,9,10.02,1.02,89.81,14,8,17,16,55,No
234,5,Fulltums,10,6.08,0.63,149.73,5,8,29,6,48,No
234,5,Fulltums,12,5.71,0.63,157.81,5,7,30,6,48,No
235,8,Moolone,1,10.32,0.905,93.18,9,4,31,6,50,No
235,8,Moolone,6,9.469999999999999,0.98,100.2,8,6,32,10,56,No
235,8,Moolone,7,9.47,1.04,112.48,14,4,25,18,61,No
235,8,Moolone,8,6.23,0.62,169.49,6,7,31,6,50,No
235,8,Moolone,9,9.66,0.97,98.15,15,9,21,16,61,No
235,8,Moolone,10,5.86,0.63,163.54,5,9,32,6,52,No
235,8,Moolone,12,10.48,1.07,91.44,16,7,20,17,60,No
236,9,Bush,1,13.465,1.445,55.25,16,9,11,23,59,No
236,9,Bush,6,13.89,1.385,57.97,17,9,14,21,61,No
236,9,Bush,7,9.53,1.09,93.32,14,8,17,20,59,No
236,9,Bush,8,7.88,0.8,115.37,9,9,25,10,53,No
236,9,Bush,9,0,0,0,0,0,0,0,0,YES
236,9,Bush,10,19.16,2.01,43.91,24,8,6,30,68,No
236,9,Bush,12,14.62,1.57,57.42,23,7,8,28,66,No
237,32,Trudgebull,1,12.955,1.295,54.77,15,9,11,19,54,No
237,32,Trudgebull,6,13.46,1.385,53.88,16,5,10,21,52,No
237,32,Trudgebull,7,7.88,0.95,111.18,9,9,25,15,58,No
237,32,Trudgebull,8,5.97,0.69,149.55,5,8,32,8,53,No
237,32,Trudgebull,9,11.49,1.14,74.5,20,8,12,23,63,No
237,32,Trudgebull,10,0,0,0,0,0,0,0,0,YES
237,32,Trudgebull,12,5.54,0.68,151.65,4,9,33,6,52,No
238,13,Prime,1,8.54,0.84,109.4,5,4,33,5,47,No
238,13,Prime,6,8.32,0.85,114.48,6,8,33,7,54,No
238,13,Prime,7,7.83,0.81,124.05,8,8,24,9,49,No
238,13,Prime,8,14.72,1.32,62.56,20,4,6,22,52,No
238,13,Prime,9,10.12,1.09,94.42,14,6,17,18,55,No
238,13,Prime,10,10.99,1.05,83.15,15,5,15,15,50,No
238,13,Prime,12,9.93,1.15,89.73,12,6,17,18,53,No
239,34,Schmidt,1,17,1.54,54.73,22,9,11,25,67,No
239,34,Schmidt,6,17.19,1.6800000000000002,56.49,22,7,12,27,68,No
239,34,Schmidt,7,12.26,1.34,75.73,22,7,11,29,69,No
239,34,Schmidt,8,8.19,0.91,114.57,11,10,28,16,65,No
239,34,Schmidt,9,0,0,0,0,0,0,0,0,YES
239,34,Schmidt,10,8.56,1,102.7,12,7,27,18,64,No
239,34,Schmidt,12,7.63,0.95,119.94,9,9,32,14,64,No
240,16,Cowlo,1,10.35,1.06,91.69,9,9,31,11,60,No
240,16,Cowlo,6,8.399999999999999,0.8999999999999999,115.82,6,9,33,8,56,No
240,16,Cowlo,7,6.06,0.63,175.87,5,5,32,5,47,No
240,16,Cowlo,8,8.44,0.66,125.98,11,7,27,7,52,No
240,16,Cowlo,9,0,0,0,0,0,0,0,0,YES
240,16,Cowlo,10,8.81,0.93,113.84,11,5,26,13,55,No
240,16,Cowlo,12,6.74,0.72,148.42,6,2,31,7,46,No
241,17,Brieber,1,12.620000000000001,1.155,69.48,14,9,22,15,60,No
241,17,Brieber,6,12.465,1.225,68.14,14,6,22,16,58,No
241,17,Brieber,7,8.81,0.87,106.54,10,7,21,11,49,No
241,17,Brieber,8,7.53,0.85,128.49,7,8,25,11,51,No
241,17,Brieber,9,9.04,1.05,102.06,11,7,20,17,55,No
241,17,Brieber,10,6.45,0.71,139.48,5,8,28,6,47,No
241,17,Brieber,12,10.44,1.12,82.83,15,7,15,17,54,No
242,18,Uddersanya,1,13.785,1.49,58.92,17,6,14,24,61,No
242,18,Uddersanya,6,17.08,1.7850000000000001,50.1,22,4,8,28,62,No
242,18,Uddersanya,7,6.77,0.78,143.94,6,9,30,9,54,No
242,18,Uddersanya,8,6.08,0.61,163.0,5,9,31,6,51,No
242,18,Uddersanya,9,12.49,1.33,76.82,21,9,13,25,68,No
242,18,Uddersanya,10,12.08,1.27,77.27,19,9,15,24,67,No
242,18,Uddersanya,12,6.24,0.73,150.43,5,9,31,7,52,No
243,11,Mooligan,1,12.15,1.37,62.85,13,8,17,21,59,No
243,11,Mooligan,6,15.73,1.5299999999999998,46.94,20,2,6,24,52,No
243,11,Mooligan,7,6.64,0.74,109.31,5,4,20,7,36,No
243,11,Mooligan,8,10.13,1.08,73.68,12,3,9,16,40,No
243,11,Mooligan,9,7.61,0.89,95.37,7,2,16,11,36,No
243,11,Mooligan,10,7.09,0.83,93.28,6,2,17,8,33,No
243,11,Mooligan,12,9.53,1.23,68.06,11,2,9,18,40,No
244,23,Chillah,1,15.19,1.415,59.4,19,6,15,22,62,No
244,23,Chillah,6,10.04,0.97,80.53,9,1,27,9,46,No
244,23,Chillah,7,9.67,1.11,95.13,13,6,15,18,52,No
244,23,Chillah,8,6.02,0.75,147.01,4,3,26,8,41,No
244,23,Chillah,9,10.14,1.02,86.04,13,4,13,14,44,No
244,23,Chillah,10,6.29,0.64,137.72,4,6,26,5,41,No
244,23,Chillah,12,0,0,0,0,0,0,0,0,YES
245,35,O'Pail,1,14.825,1.585,49.62,19,3,8,26,56,No
245,35,O'Pail,6,14.485,1.3900000000000001,60.08,18,8,16,21,63,No
245,35,O'Pail,7,6.76,0.68,121.84,6,2,28,7,43,No
245,35,O'Pail,8,11.59,1,71.41,18,3,10,16,47,No
245,35,O'Pail,9,13.25,1.2,60.88,22,2,7,23,54,No
245,35,O'Pail,10,7.55,0.74,100.27,8,2,23,8,41,No
245,35,O'Pail,12,9.95,1.09,76.4,14,2,14,18,48,No
246,22,Lady-Ox,1,8.22,0.9099999999999999,111.48,5,7,33,6,51,No
246,22,Lady-Ox,6,6.625,0.73,139.66,4,7,34,5,50,No
246,22,Lady-Ox,7,8.56,0.94,129.53,10,2,25,12,49,No
246,22,Lady-Ox,8,6.93,0.72,157.59,6,3,27,8,44,No
246,22,Lady-Ox,9,5.97,0.62,177.93,5,3,29,6,43,No
246,22,Lady-Ox,10,7.58,0.9,142.5,7,3,28,11,49,No
246,22,Lady-Ox,12,10.28,1.06,103.11,13,2,22,15,52,No
247,24,Creamworth,1,12.055,1.14,64.71,13,5,19,14,51,No
247,24,Creamworth,6,7.72,0.695,111.71,5,9,33,5,52,No
247,24,Creamworth,7,13.3,1.35,69.21,23,10,8,27,68,No
247,24,Creamworth,8,8.4,0.86,111.82,11,5,25,13,54,No
247,24,Creamworth,9,13.09,1.28,68.81,22,7,11,26,66,No
247,24,Creamworth,10,6.54,0.71,135.2,6,6,33,7,52,No
247,24,Creamworth,12,10.23,1.15,85.86,16,5,19,21,61,No
248,25,Kidmoon,1,15.155,1.375,48.68,19,2,7,21,49,No
248,25,Kidmoon,6,17.105,1.6600000000000001,42.25,22,9,4,27,62,No
248,25,Kidmoon,7,15.24,1.76,62.18,25,2,7,32,66,No
248,25,Kidmoon,8,7.66,0.85,124.88,10,4,29,13,56,No
248,25,Kidmoon,9,6.87,0.68,131.27,8,4,32,9,53,No
248,25,Kidmoon,10,16.03,1.79,55.22,25,3,8,32,68,No
248,25,Kidmoon,12,0,0,0,0,0,0,0,0,YES
249,36,Innit,1,12.775,1.28,62.82,15,2,17,18,52,No
249,36,Innit,6,11.004999999999999,1.1400000000000001,80.57,11,9,27,14,61,No
249,36,Innit,7,11.29,1.18,79.44,19,9,13,24,65,No
249,36,Innit,8,8.26,0.97,115.43,10,8,26,17,61,No
249,36,Innit,9,9.77,1.11,87.37,16,9,18,22,65,No
249,36,Innit,10,9.67,1.21,88.89,15,9,20,23,67,No
249,36,Innit,12,10.54,1.12,82.58,17,4,17,20,58,No
250,28,Proud,1,11.97,1.3199999999999998,73.24,13,9,24,20,66,No
250,28,Proud,6,14.715,1.525,59.77,18,9,16,24,67,No
250,28,Proud,7,8.44,0.94,101.06,11,6,21,14,52,No
250,28,Proud,8,7.79,0.79,115.6,9,8,26,10,53,No
250,28,Proud,9,7.04,0.9,123.32,8,6,29,13,56,No
250,28,Proud,10,5.74,0.57,142.0,5,7,33,5,50,No
250,28,Proud,12,7.13,0.76,113.78,7,6,29,8,50,No
251,30,Cowled,1,14.780000000000001,1.28,53.04,19,6,10,18,53,No
251,30,Cowled,6,14.75,1.37,53.67,18,4,10,20,52,No
251,30,Cowled,7,11.41,1.2,69.03,19,9,8,23,59,No
251,30,Cowled,8,0,0,0,0,0,0,0,0,YES
251,30,Cowled,9,11.4,1.14,69.95,19,8,10,22,59,No
251,30,Cowled,10,11.16,1.12,66.18,17,9,10,20,56,No
251,30,Cowled,12,11.3,1.14,65.76,18,9,10,20,57,No
252,31,Knowles,1,10.955,1.115,79.71,10,9,27,13,59,No
252,31,Knowles,6,11.175,1.17,85.96,11,3,29,15,58,No
252,31,Knowles,7,6.35,0.72,150.57,5,6,29,6,46,No
252,31,Knowles,8,9.38,1.19,101.55,12,3,19,20,54,No
252,31,Knowles,9,5.7,0.85,156.44,5,2,29,10,46,No
252,31,Knowles,10,0,0,0,0,0,0,0,0,YES
252,31,Knowles,12,7.77,0.9,107.77,7,5,24,11,47,No
253,41,Rooks,1,19.86,2,41.3,24,6,4,29,63,No
253,41,Rooks,6,12.98,1.38,62.04,15,9,18,21,63,No
253,41,Rooks,7,7.53,0.75,109.62,8,8,23,8,47,No
253,41,Rooks,8,0,0,0,0,0,0,0,0,YES
253,41,Rooks,9,11.75,1.21,68.37,18,8,9,22,57,No
253,41,Rooks,10,8.67,0.94,85.42,10,8,17,13,48,No
253,41,Rooks,12,15.48,1.63,48.22,22,4,6,26,58,No
254,38,Cyrus,1,10.76,1.055,78.82,10,9,27,11,57,No
254,38,Cyrus,6,8.97,0.855,102.11,7,2,32,7,48,No
254,38,Cyrus,7,8.23,0.86,115.2,9,8,22,10,49,No
254,38,Cyrus,8,7.85,0.86,121.16,8,8,23,10,49,No
254,38,Cyrus,9,8.13,0.88,108.01,9,5,21,11,46,No
254,38,Cyrus,10,10.07,1.05,83.89,13,8,15,15,51,No
254,38,Cyrus,12,8.49,0.87,98.65,9,8,20,10,47,No
255,51,Lactate,1,12.195,1.185,65.76,13,2,20,16,51,No
255,51,Lactate,6,5.93,0.625,162.23,3,7,34,4,48,No
255,51,Lactate,7,7.75,0.93,123.67,8,6,23,12,49,No
255,51,Lactate,8,10.28,1.05,98.13,13,7,17,15,52,No
255,51,Lactate,9,11.77,1.22,80.16,17,3,12,19,51,No
255,51,Lactate,10,10.41,1.07,85.91,13,5,15,15,48,No
255,51,Lactate,12,11.25,1.28,83.78,15,6,14,19,54,No
256,39,Frothwell,1,15.049999999999999,1.435,63.96,19,5,18,23,65,No
256,39,Frothwell,6,11.865,1.1600000000000001,87.95,13,2,30,15,60,No
256,39,Frothwell,7,7.31,0.76,138.72,8,9,33,10,60,No
256,39,Frothwell,8,8.1,0.87,129.01,11,7,31,14,63,No
256,39,Frothwell,9,6.54,0.73,157.44,8,7,36,10,61,No
256,39,Frothwell,10,9.29,0.98,107.66,13,6,28,17,64,No
256,39,Frothwell,12,6.11,0.67,162.81,6,6,37,7,56,No
257,57,Steers,1,10.77,1.165,79.2,10,3,27,15,55,No
257,57,Steers,6,4.895,0.48,177.57,3,5,34,4,46,No
257,57,Steers,7,6.47,0.7,159.77,5,9,34,7,55,No
257,57,Steers,8,8.61,0.94,125.36,11,9,28,16,64,No
257,57,Steers,9,12.99,1.27,76.83,22,9,14,25,70,No
257,57,Steers,10,9.64,0.99,105.85,14,9,26,16,65,No
257,57,Steers,12,5.98,0.65,160.22,5,9,34,6,54,No
258,42,Clopperty,1,15.485,1.52,53.98,20,9,11,25,65,No
258,42,Clopperty,6,15.559999999999999,1.595,52.92,19,5,9,25,58,No
258,42,Clopperty,7,8.14,0.98,112.63,11,10,26,17,64,No
258,42,Clopperty,8,14.81,1.66,62.9,24,10,7,31,72,No
258,42,Clopperty,9,9.48,1.12,97.43,15,10,21,22,68,No
258,42,Clopperty,10,31.77,3.44,27.23,26,10,5,32,73,No
258,42,Clopperty,12,10.95,1.32,78.44,18,10,16,25,69,No
259,81,C.O.W.,1,14.67,1.28,50.37,18,1,8,18,45,No
259,81,C.O.W.,6,13.745000000000001,1.255,74.76,16,1,25,17,59,No
259,81,C.O.W.,7,15.51,1.47,70.46,26,1,10,31,68,No
259,81,C.O.W.,8,18.01,1.56,60.66,27,1,7,32,67,No
259,81,C.O.W.,9,13.87,1.37,74.18,25,1,14,30,70,No
259,81,C.O.W.,10,9.97,0.91,103.15,16,1,27,15,59,No
259,81,C.O.W.,12,16.98,1.43,57.36,27,1,9,30,67,No
260,94,Maggie,1,9.73,0.87,97.12,7,5,31,6,49,No
260,94,Maggie,6,6.95,0.64,124.01,4,9,34,4,51,No
260,94,Maggie,7,7.29,0.69,119.6,7,9,27,7,50,No
260,94,Maggie,8,10.47,0.94,86.74,17,8,17,15,57,No
260,94,Maggie,9,11.3,1.04,77.81,20,9,13,19,61,No
260,94,Maggie,10,14.5,1.41,57.49,23,9,7,27,66,No
260,94,Maggie,12,8.88,0.77,98.41,11,9,24,8,52,No
261,95,Hobbs,1,10.455,0.92,84.85,9,7,29,6,51,No
261,95,Hobbs,6,12.235000000000001,1.225,76.35,13,2,26,16,57,No
261,95,Hobbs,7,8.54,0.92,94.64,10,8,15,13,46,No
261,95,Hobbs,8,5.23,0.6,161.17,4,7,29,5,45,No
261,95,Hobbs,9,5.11,0.58,157.71,4,8,29,5,46,No
261,95,Hobbs,10,6.66,0.7,108.04,5,8,22,6,41,No
261,95,Hobbs,12,5.86,0.71,122.23,4,8,26,6,44,No
262,49,Uppaggen,1,15.615,1.455,51.55,20,3,9,23,55,No
262,49,Uppaggen,6,10.440000000000001,0.97,82.29,10,6,28,9,53,No
262,49,Uppaggen,7,13.24,1.33,72.66,24,10,10,29,73,No
262,49,Uppaggen,8,13.45,1.35,71.72,25,10,11,30,76,No
262,49,Uppaggen,9,8.44,0.86,108.67,13,8,27,14,62,No
262,49,Uppaggen,10,9.59,1.03,97.58,15,9,25,18,67,No
262,49,Uppaggen,12,10.01,1.08,94.73,16,10,24,19,69,No
263,50,Buchanan,1,6.595000000000001,0.845,107.25,3,1,33,5,42,No
263,50,Buchanan,6,8.505,0.8500000000000001,83.31,6,1,28,7,42,No
263,50,Buchanan,7,8.76,0.85,104.45,9,1,18,9,37,No
263,50,Buchanan,8,10.86,1.22,82.69,14,2,12,19,47,No
263,50,Buchanan,9,8.3,0.89,104.44,8,2,19,11,40,No
263,50,Buchanan,10,10.08,1.01,86.41,12,2,15,13,42,No
263,50,Buchanan,12,9.09,0.99,96.88,10,1,18,12,41,No
264,52,Parke-Gailey,1,10.375,0.995,73.8,9,2,24,8,43,No
264,52,Parke-Gailey,6,9.620000000000001,1.04,86.18,8,8,29,12,57,No
264,52,Parke-Gailey,7,10.36,0.99,96.59,17,6,19,17,59,No
264,52,Parke-Gailey,8,7.55,0.8,129.29,8,5,29,10,52,No
264,52,Parke-Gailey,9,10.03,1.09,96.13,15,9,21,21,66,No
264,52,Parke-Gailey,10,12.77,1.41,76.04,21,5,14,27,67,No
264,52,Parke-Gailey,12,0,0,0,0,0,0,0,0,YES
265,102,Rumen,1,12.35,1.17,72.23,14,7,23,15,59,No
265,102,Rumen,6,9.63,0.83,89.76,8,6,30,6,50,No
265,102,Rumen,7,9.21,0.8,93.77,13,5,17,10,45,No
265,102,Rumen,8,12.41,1.21,67.4,20,1,9,23,53,No
265,102,Rumen,9,13.8,1.35,61.76,22,7,8,26,63,No
265,102,Rumen,10,7.91,0.86,96.91,9,1,22,11,43,No
265,102,Rumen,12,16.14,1.65,53.79,23,9,7,28,67,No
266,106,Cowpenter,1,6.95,0.73,147.61,3,5,34,4,46,No
266,106,Cowpenter,6,5.455,0.505,184.09,3,9,34,4,50,No
266,106,Cowpenter,7,12.42,1.27,79.74,20,5,11,23,59,No
266,106,Cowpenter,8,6.71,0.7,152.61,6,6,29,7,48,No
266,106,Cowpenter,9,6.64,0.67,152.13,7,7,29,7,50,No
266,106,Cowpenter,10,0,0,0,0,0,0,0,0,YES
266,106,Cowpenter,12,6.18,0.68,154.05,5,7,31,6,49,No
267,55,Elliot,1,11.745000000000001,1.05,75.01,12,6,25,11,54,No
267,55,Elliot,6,16.335,1.4649999999999999,55.52,21,4,12,23,60,No
267,55,Elliot,7,14.09,1.28,70.16,21,2,8,24,55,No
267,55,Elliot,8,12.58,1.3,79.59,19,3,12,23,57,No
267,55,Elliot,9,8.39,0.92,115.73,10,4,25,13,52,No
267,55,Elliot,10,9.83,1.01,99.15,13,5,22,15,55,No
267,55,Elliot,12,8.01,0.74,120.88,8,3,27,8,46,No
268,58,Andrews,1,8.53,0.875,95.98,5,4,31,6,46,No
268,58,Andrews,6,11.875,1.205,74.27,13,9,25,16,63,No
268,58,Andrews,7,6.28,0.66,155.59,4,8,27,5,44,No
268,58,Andrews,8,7.89,0.87,126.65,8,8,24,11,51,No
268,58,Andrews,9,5.18,0.52,178.96,3,8,28,4,43,No
268,58,Andrews,10,7.33,0.74,126.57,7,8,25,7,47,No
268,58,Andrews,12,6.48,0.72,140.19,5,8,26,6,45,No
269,59,Cheese,1,12.405,1.2349999999999999,74.62,14,7,25,17,63,No
269,59,Cheese,6,8.625,0.83,105.48,6,3,32,6,47,No
269,59,Cheese,7,9.93,1.12,96.06,14,9,17,20,60,No
269,59,Cheese,8,0,0,0,0,0,0,0,0,YES
269,59,Cheese,9,18.89,1.51,49.26,23,9,6,27,65,No
269,59,Cheese,10,8.27,0.84,108.95,10,9,24,11,54,No
269,59,Cheese,12,8.87,1.02,104.77,11,9,24,15,59,No
270,110,Hoofington,1,15.350000000000001,1.4249999999999998,55.41,20,9,12,22,63,No
270,110,Hoofington,6,13.184999999999999,1.27,68.33,15,3,22,18,58,No
270,110,Hoofington,7,11.98,1.32,77.79,22,10,12,28,72,No
270,110,Hoofington,8,0,0,0,0,0,0,0,0,YES
270,110,Hoofington,9,8.77,0.98,109.68,13,10,26,18,67,No
270,110,Hoofington,10,9.41,1.09,96.66,14,10,24,21,69,No
270,110,Hoofington,12,9.78,1.02,92.87,15,10,22,18,65,No
271,111,Savage,1,18.494999999999997,1.855,41.87,23,7,4,28,62,No
271,111,Savage,6,21.465,2,37.13,24,8,3,29,64,No
271,111,Savage,7,11.44,1.16,77.87,23,10,13,26,72,No
271,111,Savage,8,13.95,1.51,63.77,26,5,8,32,71,No
271,111,Savage,9,17.73,1.88,46.56,29,11,6,35,81,No
271,111,Savage,10,8.2,0.92,99.68,12,10,28,16,66,No
271,111,Savage,12,12.63,1.24,63.92,24,6,12,26,68,No
272,65,Stevenson,1,12.84,1.195,71.11,15,9,23,16,63,No
272,65,Stevenson,6,11.344999999999999,1.155,77.72,12,7,26,14,59,No
272,65,Stevenson,7,13.17,1.38,74.52,19,7,9,24,59,No
272,65,Stevenson,8,7.81,0.84,128.94,8,8,26,11,53,No
272,65,Stevenson,9,5.43,0.59,178.22,5,8,30,6,49,No
272,65,Stevenson,10,7.96,0.85,120.41,8,8,26,10,52,No
272,65,Stevenson,12,6.16,0.73,156.81,5,7,30,6,48,No
273,66,Meadoblitz,1,13.005,1.23,70.98,15,9,23,17,64,No
273,66,Meadoblitz,6,13.94,1.33,62.16,17,9,18,19,63,No
273,66,Meadoblitz,7,10.28,0.99,84.66,15,8,13,15,51,No
273,66,Meadoblitz,8,3.79,0.39,234.62,4,8,32,4,48,No
273,66,Meadoblitz,9,0,0,0,0,0,0,0,0,YES
273,66,Meadoblitz,10,6.69,0.74,125.21,6,8,27,8,49,No
273,66,Meadoblitz,12,5.11,0.57,162.95,4,7,31,5,47,No
274,115,Brunch,1,11.02,0.985,84.15,10,6,29,8,53,No
274,115,Brunch,6,11.89,1.115,80.63,13,6,27,13,59,No
274,115,Brunch,7,11.65,1.08,85.57,21,10,15,22,68,No
274,115,Brunch,8,9.48,0.87,107.63,14,10,25,14,63,No
274,115,Brunch,9,9.34,0.96,101.91,14,10,24,17,65,No
274,115,Brunch,10,10.91,1.1,89.36,18,10,21,21,70,No
274,115,Brunch,12,9.99,1.01,93.61,15,6,23,16,60,No
275,73,Mooooooooo,1,15.785,1.745,59.22,20,3,14,28,65,No
275,73,Mooooooooo,6,12.75,1.315,67.0,14,5,21,19,59,No
275,73,Mooooooooo,7,14.42,1.52,67.56,23,8,8,29,68,No
275,73,Mooooooooo,8,12.88,1.31,74.07,21,8,11,25,65,No
275,73,Mooooooooo,9,13.89,1.46,66.66,22,8,10,28,68,No
275,73,Mooooooooo,10,22.5,2.47,41.18,24,9,5,30,68,No
275,73,Mooooooooo,12,10.43,1.19,87.13,16,9,18,21,64,No
276,76,Stiltonton,1,12.13,1.145,67.23,13,8,20,14,55,No
276,76,Stiltonton,6,9.175,0.865,85.06,7,3,29,7,46,No
276,76,Stiltonton,7,4.87,0.54,185.18,4,8,31,5,48,No
276,76,Stiltonton,8,7.7,0.85,116.18,8,6,23,11,48,No
276,76,Stiltonton,9,0,0,0,0,0,0,0,0,YES
276,76,Stiltonton,10,9.92,1.05,86.02,13,8,17,16,54,No
276,76,Stiltonton,12,8.31,0.88,96.93,9,8,20,10,47,No
277,77,McDuck,1,9.05,1.025,85.26,6,5,29,11,51,No
277,77,McDuck,6,5.705,0.615,155.98,3,9,34,4,50,No
277,77,McDuck,7,7.56,0.85,121.78,8,9,27,11,55,No
277,77,McDuck,8,6.82,0.78,136.02,7,9,29,10,55,No
277,77,McDuck,9,8.19,0.93,110.78,10,9,25,14,58,No
277,77,McDuck,10,6.87,0.78,123.07,6,9,29,9,53,No
277,77,McDuck,12,4.74,0.42,179.59,4,9,34,5,52,No
278,68,de la Crema,1,11.245000000000001,1.1949999999999998,87.37,11,4,30,16,61,No
278,68,de la Crema,6,10.86,1.115,80.48,11,5,27,13,56,No
278,68,de la Crema,7,11.13,1.15,89.82,16,4,15,20,55,No
278,68,de la Crema,8,5.53,0.62,190.63,5,8,30,5,48,No
278,68,de la Crema,9,3.14,0.32,314.78,4,6,31,4,45,No
278,68,de la Crema,10,8.54,1,110.06,10,8,24,15,57,No
278,68,de la Crema,12,12.2,1.21,72.73,17,8,12,20,57,No
279,80,Yoghurton,1,12.485,1.3,60.88,14,9,16,19,58,No
279,80,Yoghurton,6,13.16,1.3199999999999998,57.45,15,9,13,19,56,No
279,80,Yoghurton,7,11.22,1.24,80.15,17,8,11,23,59,No
279,80,Yoghurton,8,12.58,1.25,70.86,19,8,10,22,59,No
279,80,Yoghurton,9,13.07,1.39,68.81,20,9,10,26,65,No
279,80,Yoghurton,10,9.49,1,87.08,12,9,17,15,53,No
279,80,Yoghurton,12,10.61,1.17,78.09,15,5,14,20,54,No
280,83,Harvester,1,12.96,1.315,71.07,15,8,23,20,66,No
280,83,Harvester,6,11.23,1.075,84.08,11,9,28,12,60,No
280,83,Harvester,7,8.18,0.77,112.66,12,1,29,10,52,No
280,83,Harvester,8,6.96,0.73,144.34,8,5,35,10,58,No
280,83,Harvester,9,8.63,0.86,110.59,13,7,28,14,62,No
280,83,Harvester,10,11.3,1.23,82.86,21,6,20,25,72,No
280,83,Harvester,12,0,0,0,0,0,0,0,0,YES
281,69,Dynamite,1,13.235,1.355,64.32,16,9,18,21,64,No
281,69,Dynamite,6,13.434999999999999,1.32,64.59,16,6,20,19,61,No
281,69,Dynamite,7,15.09,1.46,66.08,19,8,6,23,56,No
281,69,Dynamite,8,9.39,0.98,104.5,11,7,19,14,51,No
281,69,Dynamite,9,12.98,1.35,71.02,18,6,9,22,55,No
281,69,Dynamite,10,10.03,0.94,96.27,12,7,19,12,50,No
281,69,Dynamite,12,15.01,1.58,63.48,19,8,8,24,59,No
282,86,Gut,1,12.004999999999999,1.24,71.88,13,9,23,17,62,No
282,86,Gut,6,9.41,1.01,86.04,7,5,29,10,51,No
282,86,Gut,7,9.15,0.9,114.05,13,8,25,13,59,No
282,86,Gut,8,8.74,0.85,112.48,11,8,24,12,55,No
282,86,Gut,9,6.57,0.66,157.57,7,8,32,7,54,No
282,86,Gut,10,0,0,0,0,0,0,0,0,YES
282,86,Gut,12,10.1,0.98,96.58,15,9,22,14,60,No
283,87,Bovinity,1,8.540000000000001,0.815,110.03,5,7,33,5,50,No
283,87,Bovinity,6,8.49,0.7849999999999999,113.71,6,9,33,6,54,No
283,87,Bovinity,7,2.12,0.24,487.16,3,9,33,4,49,No
283,87,Bovinity,8,0,0,0,0,0,0,0,0,YES
283,87,Bovinity,9,9.01,0.99,111.81,11,9,24,16,60,No
283,87,Bovinity,10,10.95,1.08,90.82,16,9,19,17,61,No
283,87,Bovinity,12,9.64,1.07,101.98,12,9,23,16,60,No
284,88,Roamsalot,1,9.754999999999999,0.9750000000000001,97.83,8,9,32,7,56,No
284,88,Roamsalot,6,12.53,1.2650000000000001,76.93,14,3,26,18,61,No
284,88,Roamsalot,7,0,0,0,0,0,0,0,0,YES
284,88,Roamsalot,8,7.91,0.85,130.29,9,4,25,10,48,No
284,88,Roamsalot,9,0,0,0,0,0,0,0,0,YES
284,88,Roamsalot,10,7.97,0.92,129.94,8,8,26,11,53,No
284,88,Roamsalot,12,9.45,1.14,107.96,11,8,23,17,59,No
285,89,Runner,1,10.45,1.21,73.53,9,5,24,16,54,No
285,89,Runner,6,9.54,1.015,85.13,8,9,29,11,57,No
285,89,Runner,7,9.7,1.07,97.8,17,10,21,21,69,No
285,89,Runner,8,0,0,0,0,0,0,0,0,YES
285,89,Runner,9,11.73,1.32,76.41,21,7,14,28,70,No
285,89,Runner,10,8.34,0.94,109.1,11,9,29,15,64,No
285,89,Runner,12,10.96,1.25,81.73,19,10,18,25,72,No
286,119,Houston,1,14.61,1.4649999999999999,69.92,18,5,22,23,68,No
286,119,Houston,6,16.02,1.485,62.61,20,2,18,23,63,No
286,119,Houston,7,13.22,1.47,74.53,23,9,11,29,72,No
